Site,Latitude,Longitude,Barcode,FilterId,SampleDate,FilterType,LotId,AnalysisDate,AnalysisTime,CalibrationSetId,DepositArea_cm2,Volume_m3,Parameter,MassLoading_ug,Concentration,MDL,Uncertainty,FilterComments,DataSource,Concentration_Units,MDL_Units,MassLoading_Units
CHTS,40.004,116.326,230931,CHTS-0831-6,2024-03-10,PM2.5,251.0,2024-08-08,9:23:07,HIPS,3.53,7.056,HIPS_t,,0.396564066,,,,HIPS,dimensionless,,
CHTS,40.004,116.326,230931,CHTS-0831-6,2024-03-10,PM2.5,251.0,2024-08-08,9:23:07,HIPS,3.53,7.056,HIPS_tau,,0.642294602,,,,HIPS,dimensionless,,
CHTS,40.004,116.326,230931,CHTS-0831-6,2024-03-10,PM2.5,251.0,2024-07-19,12:30:01,12,3.53,7.056,OC_ftir,72.6195163946515,10.2918815752057,0.888840909271966,,,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230931,CHTS-0831-6,2024-03-10,PM2.5,251.0,2024-07-19,12:30:01,PF,3.53,7.056,OM,120.062562137148,17.0156692371241,,,,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230931,CHTS-0831-6,2024-03-10,PM2.5,251.0,2024-07-19,12:30:01,PF,3.53,7.056,alcoholCOH,16.1687812395,2.29149393983843,,,,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230931,CHTS-0831-6,2024-03-10,PM2.5,251.0,2024-07-19,12:30:01,PF,3.53,7.056,alkaneCH,52.7572027866539,7.47692783257567,,,,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230931,CHTS-0831-6,2024-03-10,PM2.5,251.0,2024-07-19,12:30:01,PF,3.53,7.056,carboxylicCOOH,44.6364880685098,6.32603288952803,,,,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230931,CHTS-0831-6,2024-03-10,PM2.5,251.0,2024-07-19,12:30:01,PF,3.53,7.056,naCO,6.50009004248393,0.921214575181962,,,,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230932,CHTS-0832-7,,FB,251.0,2024-07-19,12:38:02,11,3.53,,EC_ftir,2.01156945218949,,,,,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230932,CHTS-0832-7,,FB,251.0,2024-08-08,9:23:14,HIPS,3.53,,HIPS_Intercept,,1397.0,,,,HIPS,dimensionless,,
CHTS,40.004,116.326,230932,CHTS-0832-7,,FB,251.0,2024-08-08,9:23:14,HIPS,3.53,,HIPS_R1,,160.0,,,,HIPS,K,,
CHTS,40.004,116.326,230932,CHTS-0832-7,,FB,251.0,2024-08-08,9:23:14,HIPS,3.53,,HIPS_Slope,,-2.687,,,,HIPS,dimensionless,,
CHTS,40.004,116.326,230932,CHTS-0832-7,,FB,251.0,2024-08-08,9:23:14,HIPS,3.53,,HIPS_T1,,962.0,,,,HIPS,K,,
CHTS,40.004,116.326,230932,CHTS-0832-7,,FB,251.0,2024-08-08,9:23:14,HIPS,3.53,,HIPS_r,,0.307745168,,,,HIPS,dimensionless,,
CHTS,40.004,116.326,230932,CHTS-0832-7,,FB,251.0,2024-08-08,9:23:14,HIPS,3.53,,HIPS_t,,0.688618468,,,,HIPS,dimensionless,,
CHTS,40.004,116.326,230932,CHTS-0832-7,,FB,251.0,2024-08-08,9:23:14,HIPS,3.53,,HIPS_tau,,0.005266771,,,,HIPS,dimensionless,,
CHTS,40.004,116.326,230932,CHTS-0832-7,,FB,251.0,2024-07-19,12:38:02,12,3.53,,OC_ftir,3.13537094808915,,,,,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230932,CHTS-0832-7,,FB,251.0,2024-07-19,12:38:02,PF,3.53,,OM,0.0962832996393936,,,,,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230932,CHTS-0832-7,,FB,251.0,2024-07-19,12:38:02,PF,3.53,,alcoholCOH,0.0,,,,,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230932,CHTS-0832-7,,FB,251.0,2024-07-19,12:38:02,PF,3.53,,alkaneCH,0.0,,,,,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230932,CHTS-0832-7,,FB,251.0,2024-07-19,12:38:02,PF,3.53,,carboxylicCOOH,0.0,,,,,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230932,CHTS-0832-7,,FB,251.0,2024-07-19,12:38:02,PF,3.53,,naCO,0.0962832996393936,,,,,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Aluminum_PM2.5,,216.83,0.019,0.0115,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_316,,,ChemSpec_Ammonium_Ion_PM2.5,,0.43,0.3186,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_320,,,ChemSpec_Ammonium_Ion_PM2.5,,0.77,0.0233371975046506,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Antimony_PM2.5,,20.66,0.0265,0.0161,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Arsenic_PM2.5,,1.65,0.0016,0.001,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_221,,,ChemSpec_BC_PM2.5,,1.28,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_316,,,ChemSpec_Bromide_Ion_PM2.5,,0.18,0.0,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cadmium_PM2.5,,2.6,0.0092,0.0056,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_316,,,ChemSpec_Calcium_Ion_PM2.5,,0.7,1.8345081827999996,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_318,,,ChemSpec_Calcium_Ion_PM2.5,,0.07,0.0904307139855822,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Calcium_PM2.5,,267.54,0.0321,0.0195,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cerium_PM2.5,,1.7,0.0011,0.0007,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chlorine_PM2.5,,40.62,0.075,0.0456,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chromium_PM2.5,,6.05,0.0037,0.0023,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cobalt_PM2.5,,1.45,0.0007,0.0004,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Copper_PM2.5,,-6.4,0.0247,0.015,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,0.94,0.0600907029478458,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,0.06,0.0600907029478458,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_116,,,ChemSpec_Filter_PM2.5_mass,,13.11,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Iron_PM2.5,,335.13,0.016,0.0098,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Lead_PM2.5,,6.35,0.0029,0.0018,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_316,,,ChemSpec_Magnesium_Ion_PM2.5,,0.03,0.0611730133333333,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Magnesium_PM2.5,,125.97,0.1634,0.0993,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Manganese_PM2.5,,16.96,0.0074,0.0045,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Nickel_PM2.5,,-2.95,0.0068,0.0042,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrate_Ion_PM2.5,,0.73,1.201635928,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_318,,,ChemSpec_Nitrate_Ion_PM2.5,,2.84,0.1234254417901573,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrite_Ion_PM2.5,,0.02,0.3049276266666667,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,2.76,0.1274092970521542,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,0.13,0.1274092970521542,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_218,,,ChemSpec_OM_PM2.5,,4.83,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_316,,,ChemSpec_Potassium_Ion_PM2.5,,0.23,0.30047124,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_318,,,ChemSpec_Potassium_Ion_PM2.5,,0.06,0.0362638390909218,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Potassium_PM2.5,,280.35,0.0424,0.0258,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Rubidium_PM2.5,,2.6,0.002,0.0012,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Selenium_PM2.5,,0.95,0.0005,0.0003,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Silicon_PM2.5,,640.25,0.0536,0.0326,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sodium_Ion_PM2.5,,0.06,0.4828359,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_318,,,ChemSpec_Sodium_Ion_PM2.5,,0.04,0.0740886162467091,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sodium_PM2.5,,257.79,0.1638,0.0996,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Strontium_PM2.5,,5.1,0.0032,0.002,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sulfate_Ion_PM2.5,,1.75,0.2256273493333333,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_318,,,ChemSpec_Sulfate_Ion_PM2.5,,0.36,0.0971856147033591,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sulfur_PM2.5,,715.73,0.0131,0.008,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Tin_PM2.5,,14.96,0.0297,0.0181,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Titanium_PM2.5,,12.86,0.0032,0.002,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Vanadium_PM2.5,,1.25,0.0004,0.0002,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0833,2024-03-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Zinc_PM2.5,,71.64,0.01,0.0061,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-07-19,13:05:46,11,3.53,7.056,EC_ftir,6.62024176463418,0.938242880475365,0.422302699997062,,Filter has multiple holes near the edge of the filter.,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-08-08,9:23:22,HIPS,3.53,7.056,HIPS_Fabs,,12.79181129,,,Filter has multiple holes near the edge of the filter.,HIPS,Mm-1,,
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-08-08,9:23:22,HIPS,3.53,7.056,HIPS_Intercept,,1397.0,,,Filter has multiple holes near the edge of the filter.,HIPS,dimensionless,,
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-08-08,9:23:22,HIPS,3.53,7.056,HIPS_MDL,,1.600907029,1.600907029,,Filter has multiple holes near the edge of the filter.,HIPS,Mm-1,Mm-1,
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-08-08,9:23:22,HIPS,3.53,7.056,HIPS_R1,,171.0,,,Filter has multiple holes near the edge of the filter.,HIPS,K,,
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-08-08,9:23:22,HIPS,3.53,7.056,HIPS_Slope,,-2.687,,,Filter has multiple holes near the edge of the filter.,HIPS,dimensionless,,
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-08-08,9:23:22,HIPS,3.53,7.056,HIPS_T1,,726.0,,,Filter has multiple holes near the edge of the filter.,HIPS,K,,
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-08-08,9:23:22,HIPS,3.53,7.056,HIPS_Uncertainty,,1.039050183,,1.039050183,Filter has multiple holes near the edge of the filter.,HIPS,Mm-1,,
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-08-08,9:23:22,HIPS,3.53,7.056,HIPS_r,,0.328902649,,,Filter has multiple holes near the edge of the filter.,HIPS,dimensionless,,
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-08-08,9:23:22,HIPS,3.53,7.056,HIPS_t,,0.519685039,,,Filter has multiple holes near the edge of the filter.,HIPS,dimensionless,,
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-08-08,9:23:22,HIPS,3.53,7.056,HIPS_tau,,0.255691276,,,Filter has multiple holes near the edge of the filter.,HIPS,dimensionless,,
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-07-19,13:05:46,12,3.53,7.056,OC_ftir,19.4551950184152,2.75725552982075,0.888840909271966,,Filter has multiple holes near the edge of the filter.,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-07-19,13:05:46,PF,3.53,7.056,OM,34.2803518798613,4.85832651358579,,,Filter has multiple holes near the edge of the filter.,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-07-19,13:05:46,PF,3.53,7.056,alcoholCOH,6.03752808742653,0.855658742549111,,,Filter has multiple holes near the edge of the filter.,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-07-19,13:05:46,PF,3.53,7.056,alkaneCH,15.4736859757243,2.19298270631014,,,Filter has multiple holes near the edge of the filter.,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-07-19,13:05:46,PF,3.53,7.056,carboxylicCOOH,9.97942409411342,1.41431747365553,,,Filter has multiple holes near the edge of the filter.,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,230933,CHTS-0833-8,2024-03-13,PM2.5,251.0,2024-07-19,13:05:46,PF,3.53,7.056,naCO,2.78971372259704,0.39536759107101,,,Filter has multiple holes near the edge of the filter.,FTIR,ug/m3,ug/m3,ug
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Aluminum_PM2.5,,141.71,0.019,0.0115,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_316,,,ChemSpec_Ammonium_Ion_PM2.5,,0.45,0.3186,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_320,,,ChemSpec_Ammonium_Ion_PM2.5,,0.03,0.0233371975046506,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Antimony_PM2.5,,0.55,0.0265,0.0161,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Arsenic_PM2.5,,1.75,0.0016,0.001,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_221,,,ChemSpec_BC_PM2.5,,0.96,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cadmium_PM2.5,,-1.9,0.0092,0.0056,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_316,,,ChemSpec_Calcium_Ion_PM2.5,,0.19,1.8345081827999996,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_318,,,ChemSpec_Calcium_Ion_PM2.5,,0.02,0.0904307139855822,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Calcium_PM2.5,,164.29,0.0321,0.0195,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cerium_PM2.5,,1.8,0.0011,0.0007,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chlorine_PM2.5,,20.46,0.075,0.0456,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chromium_PM2.5,,1.25,0.0037,0.0023,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cobalt_PM2.5,,0.4,0.0007,0.0004,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Copper_PM2.5,,3.25,0.0247,0.015,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,0.76,0.0600907029478458,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,0.06,0.0600907029478458,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_116,,,ChemSpec_Filter_PM2.5_mass,,8.74,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Iron_PM2.5,,201.81,0.016,0.0098,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Lead_PM2.5,,4.45,0.0029,0.0018,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_316,,,ChemSpec_Magnesium_Ion_PM2.5,,0.05,0.0611730133333333,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_318,,,ChemSpec_Magnesium_Ion_PM2.5,,0.01,0.0369340788341918,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Magnesium_PM2.5,,106.66,0.1634,0.0993,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Manganese_PM2.5,,12.81,0.0074,0.0045,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Nickel_PM2.5,,0.7,0.0068,0.0042,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrate_Ion_PM2.5,,0.67,1.201635928,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_318,,,ChemSpec_Nitrate_Ion_PM2.5,,0.37,0.1234254417901573,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrite_Ion_PM2.5,,0.07,0.3049276266666667,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,1.65,0.1274092970521542,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,0.13,0.1274092970521542,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_218,,,ChemSpec_OM_PM2.5,,2.67,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_316,,,ChemSpec_Potassium_Ion_PM2.5,,0.1,0.30047124,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_318,,,ChemSpec_Potassium_Ion_PM2.5,,0.01,0.0362638390909218,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Potassium_PM2.5,,120.51,0.0424,0.0258,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Rubidium_PM2.5,,0.0,0.002,0.0012,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Selenium_PM2.5,,0.35,0.0005,0.0003,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Silicon_PM2.5,,422.12,0.0536,0.0326,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sodium_Ion_PM2.5,,0.11,0.4828359,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_318,,,ChemSpec_Sodium_Ion_PM2.5,,0.01,0.0740886162467091,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sodium_PM2.5,,226.97,0.1638,0.0996,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Strontium_PM2.5,,0.25,0.0032,0.002,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sulfate_Ion_PM2.5,,1.12,0.2256273493333333,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_318,,,ChemSpec_Sulfate_Ion_PM2.5,,0.03,0.0971856147033591,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sulfur_PM2.5,,621.18,0.0131,0.008,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0834,2024-01-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Tin_PM2.5,,-17.01,0.0297,0.0181,,ChemSpec,ng/m3,ng/m3,
